utc,reference,event_id,user,details_json
2026-08-18T08:20:30Z,WS-HR-02|Security|1041,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1029"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:21:00Z,WS-FIN-01|Security|1042,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x102a"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:21:30Z,WS-HR-02|Security|1043,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x102b"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:22:00Z,WS-FIN-01|Security|1044,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x102c"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:22:30Z,WS-HR-02|Security|1045,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x102d"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:23:00Z,WS-FIN-01|Security|1046,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x102e"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:23:30Z,WS-HR-02|Security|1047,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x102f"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:24:00Z,WS-FIN-01|Security|1048,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1030"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:24:30Z,WS-HR-02|Security|1049,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1031"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:25:00Z,WS-FIN-01|Security|1050,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1032"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:25:30Z,WS-HR-02|Security|1051,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1033"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:26:00Z,WS-FIN-01|Security|1052,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1034"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:26:30Z,WS-HR-02|Security|1053,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1035"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:27:00Z,WS-FIN-01|Security|1054,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1036"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:27:30Z,WS-HR-02|Security|1055,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1037"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:28:00Z,WS-FIN-01|Security|1056,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1038"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:28:30Z,WS-HR-02|Security|1057,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1039"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:29:00Z,WS-FIN-01|Security|1058,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x103a"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:29:30Z,WS-HR-02|Security|1059,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x103b"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:30:00Z,WS-FIN-01|Security|1060,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x103c"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:30:30Z,WS-HR-02|Security|1061,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x103d"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:31:00Z,WS-FIN-01|Security|1062,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x103e"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:31:30Z,WS-HR-02|Security|1063,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x103f"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:32:00Z,WS-FIN-01|Security|1064,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1040"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:32:30Z,WS-HR-02|Security|1065,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1041"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:33:00Z,WS-FIN-01|Security|1066,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1042"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:33:30Z,WS-HR-02|Security|1067,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1043"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:34:00Z,WS-FIN-01|Security|1068,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1044"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:34:30Z,WS-HR-02|Security|1069,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1045"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:35:00Z,WS-FIN-01|Security|1070,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1046"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:35:30Z,WS-HR-02|Security|1071,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1047"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:36:00Z,WS-FIN-01|Security|1072,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1048"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:36:30Z,WS-HR-02|Security|1073,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1049"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:37:00Z,WS-FIN-01|Security|1074,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x104a"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:37:30Z,WS-HR-02|Security|1075,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x104b"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:38:00Z,WS-FIN-01|Security|1076,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x104c"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:38:30Z,WS-HR-02|Security|1077,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x104d"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:39:00Z,WS-FIN-01|Security|1078,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x104e"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:39:30Z,WS-HR-02|Security|1079,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x104f"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
2026-08-18T08:40:00Z,WS-FIN-01|Security|1080,4624,a.patel,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-FIN-01$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1050"", ""TargetUserName"": ""a.patel"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1101"", ""WorkstationName"": ""-""}"
2026-08-18T08:40:30Z,WS-HR-02|Security|1081,4624,m.chen,"{""AuthenticationPackageName"": ""Negotiate"", ""IpAddress"": ""10.20.5.10"", ""IpPort"": ""51432"", ""LogonProcessName"": ""NtLmSsp"", ""LogonType"": ""3"", ""SubjectDomainName"": ""NORTHSTAR"", ""SubjectLogonId"": ""0x3e7"", ""SubjectUserName"": ""WS-HR-02$"", ""SubjectUserSid"": ""S-1-5-18"", ""TargetDomainName"": ""NORTHSTAR"", ""TargetLogonId"": ""0x1051"", ""TargetUserName"": ""m.chen"", ""TargetUserSid"": ""S-1-5-21-444444444-555555555-666666666-1102"", ""WorkstationName"": ""-""}"
